,PLAATS,Woonplaats,Rating,vj,AW,PC,GEMEENTE,PROVINCIE,pc2
1565,Huizen,Huizen,1077,1069,147,1270,Huizen,Noord_Holland,1270
1566,Huizen,Huizen,1303,1303,582,1270,Huizen,Noord_Holland,1270
1567,Huizen,Huizen,1011,1012,708,1270,Huizen,Noord_Holland,1270
1568,Hulten,Hulten,1103,1103,313,5125,Gilze_en_Rijen,Noord_Brabant,5125
1569,Ingen,Ingen,1328,1323,691,4030,Buren,Gelderland,4030
1570,Jelsum,Jelsum,998,998,460,9057,Leeuwarderadeel,Friesland,9057
1571,Jirnsum,Jirnsum,860,862,76,9010,Boarnsterhim,Friesland,9010
1572,Joure,Joure,1027,1027,89,8500,Skarsterlan,Friesland,8500
1573,Joure,Joure,685,689,79,8500,Skarsterlan,Friesland,8500
1574,Joure,Joure,1151,1151,310,8500,Skarsterlan,Friesland,8500
1575,Joure,Joure,1062,1060,326,8500,Skarsterlan,Friesland,8500
1576,Jutrijp,Jutrijp,1035,1035,194,8623,Wymbritseradiel,Friesland,8623
1577,Kampen,Kampen,1393,1398,410,8260,Kampen,Overijssel,8260
1578,Kampen,Kampen,1362,1362,508,8260,Kampen,Overijssel,8260
1579,Kampen,Kampen,629,629,75,8260,Kampen,Overijssel,8260
1580,Kampen,Kampen,960,965,146,8260,Kampen,Overijssel,8260
1581,Kampen,Kampen,936,943,173,8260,Kampen,Overijssel,8260
1582,Kampen,Kampen,1155,1155,217,8260,Kampen,Overijssel,8260
1583,Kampen,Kampen,717,717,101,8260,Kampen,Overijssel,8260
1584,Kampen,Kampen,604,602,29,8260,Kampen,Overijssel,8260
1585,Kampen,Kampen,1103,1108,223,8260,Kampen,Overijssel,8260
1586,Kampen,Kampen,763,763,98,8260,Kampen,Overijssel,8260
1587,Kampen,Kampen,903,899,201,8260,Kampen,Overijssel,8260
1588,Kampen,Kampen,660,663,54,8260,Kampen,Overijssel,8260
1589,Kampen,Kampen,881,881,89,8260,Kampen,Overijssel,8260
1590,Kampen,Kampen,988,989,226,8260,Kampen,Overijssel,8260
1591,Kampen,Kampen,1151,1149,192,8260,Kampen,Overijssel,8260
1592,Kampen,Kampen,770,770,30,8260,Kampen,Overijssel,8260
1593,Kampen,Kampen,904,889,36,8260,Kampen,Overijssel,8260
1594,Kampen,Kampen,901,898,204,8260,Kampen,Overijssel,8260
1595,Kapelle,Kapelle,771,771,36,4420,Kapelle,Zeeland,4420
1596,Kapelle,Kapelle,799,799,49,4420,Kapelle,Zeeland,4420
1597,Kapelle,Kapelle,1135,1136,275,4420,Kapelle,Zeeland,4420
1598,Keijenborg,Keijenborg,778,778,111,7256,Bronckhorst,Gelderland,7256
1599,Kerkdriel,Kerkdriel,1183,1183,202,5330,Maasdriel,Gelderland,5330
1600,Kerkrade,Kerkrade,749,735,68,6460,Kerkrade,Limburg,6460
1601,Kerkrade,Kerkrade,994,1008,93,6460,Kerkrade,Limburg,6460
1602,Kerkrade,Kerkrade,861,861,57,6460,Kerkrade,Limburg,6460
1603,Kerkrade,Kerkrade,939,939,74,6460,Kerkrade,Limburg,6460
1604,Kesteren,Kesteren,991,991,111,4040,Neder_Betuwe,Gelderland,4040
1605,Kilder,Kilder,1125,1123,184,7035,Montferland,Gelderland,7035
1606,Klaaswaal,Klaaswaal,749,753,561,3286,Cromstrijen,Zuid_Holland,3286
1607,Klazienaveen,Klazienaveen,924,924,22,7890,Emmen,Drenthe,7890
1608,Klijndijk,Klijndijk,869,869,76,7871,Borger_Odoorn,Drenthe,7871
1609,Kloetinge,Kloetinge,822,822,39,4481,Goes,Zeeland,4481
1610,Kockengen,Kockengen,859,859,59,3628,Breukelen,Utrecht,3628
1611,Kockengen,Kockengen,1249,1247,1404,3628,Breukelen,Utrecht,3628
1612,Kollum,Kollum,1018,1018,60,9290,Kollumerland_en_Nieuwkruisland,Friesland,9290
1613,Kollum,Kollum,869,869,59,9290,Kollumerland_en_Nieuwkruisland,Friesland,9290
1614,Kootstertille,Kootstertille,764,764,99,9288,Achtkarspelen,Friesland,9288
1615,Kootstertille,Kootstertille,841,841,53,9288,Achtkarspelen,Friesland,9288
1616,Kortenhoef,Kortenhoef,805,805,80,1240,Wijdemeren,Noord_Holland,1240
1617,Koudekerke,Koudekerke,1146,1146,394,4370,Veere,Zeeland,4370
1618,Koudekerke,Koudekerke,1043,1043,99,4370,Veere,Zeeland,4370
1619,Krommenie,Krommenie,527,527,51,1560,Zaanstad,Noord_Holland,1560
1620,Krommenie,Krommenie,1018,1018,239,1560,Zaanstad,Noord_Holland,1560
1621,Krommenie,Krommenie,679,0,9,1560,Zaanstad,Noord_Holland,1560
1622,Krommenie,Krommenie,1151,1151,251,1560,Zaanstad,Noord_Holland,1560
1623,Krommenie,Krommenie,1165,1169,469,1560,Zaanstad,Noord_Holland,1560
1624,Kropswolde,Kropswolde,909,916,39,9606,Hoogezand_Sappemeer,Groningen,9606
1625,Kruiningen,Kruiningen,851,851,29,4416,Reimerswaal,Zeeland,4416
1626,Kwadijk,Kwadijk,578,578,18,1471,Zeevang,Noord_Holland,1471
1627,Kwadijk,Kwadijk,746,746,44,1471,Zeevang,Noord_Holland,1471
1628,Kwintsheul,Kwintsheul,876,871,172,2295,Westland,Zuid_Holland,2295
1629,Landgraaf,Landgraaf,1189,1189,318,6370,Landgraaf,Limburg,6370
1630,Landgraaf,Landgraaf,1189,1188,645,6370,Landgraaf,Limburg,6370
1631,Landgraaf,Landgraaf,991,996,240,6370,Landgraaf,Limburg,6370
1632,Landgraaf,Landgraaf,1423,1416,424,6370,Landgraaf,Limburg,6370
1633,Landgraaf,Landgraaf,833,833,114,6370,Landgraaf,Limburg,6370
1634,Landgraaf,Landgraaf,743,743,166,6370,Landgraaf,Limburg,6370
1635,Landsmeer,Landsmeer,869,866,24,1120,Landsmeer,Noord_Holland,1120
1636,Landsmeer,Landsmeer,971,971,64,1120,Landsmeer,Noord_Holland,1120
1637,Landsmeer,Landsmeer,1226,1226,336,1120,Landsmeer,Noord_Holland,1120
1638,Langbroek,Langbroek,894,894,97,3947,Wijk_bij_Duurstede,Utrecht,3947
1639,Langelille,Langelille,747,747,30,8484,Weststellingwerf,Friesland,8484
1640,Leek,Leek,782,782,66,9350,Leek,Groningen,9350
1641,Leek,Leek,1139,1137,308,9350,Leek,Groningen,9350
1642,Leerbroek,Leerbroek,707,707,66,4245,Zederik,Zuid_Holland,4245
1643,Leerbroek,Leerbroek,836,836,88,4245,Zederik,Zuid_Holland,4245
1644,Leerbroek,Leerbroek,818,817,161,4245,Zederik,Zuid_Holland,4245
1645,Leerdam,Leerdam,971,971,37,4140,Leerdam,Zuid_Holland,4140
1646,Leerdam,Leerdam,742,741,68,4140,Leerdam,Zuid_Holland,4140
1647,Leerdam,Leerdam,929,929,104,4140,Leerdam,Zuid_Holland,4140
1648,Leersum,Leersum,858,860,48,3956,Utrechtse_Heuvelrug,Utrecht,3956
1649,Leeuwarden,Leeuwarden,1088,1091,364,8900,Leeuwarden,Friesland,8900
1650,Leeuwarden,Leeuwarden,994,996,354,8900,Leeuwarden,Friesland,8900
1651,Leeuwarden,Leeuwarden,822,816,225,8900,Leeuwarden,Friesland,8900
1652,Leeuwarden,Leeuwarden,665,665,95,8900,Leeuwarden,Friesland,8900
1653,Leeuwarden,Leeuwarden,782,782,491,8900,Leeuwarden,Friesland,8900
1654,Leeuwarden,Leeuwarden,953,950,218,8900,Leeuwarden,Friesland,8900
1655,Leeuwarden,Leeuwarden,1056,1056,305,8900,Leeuwarden,Friesland,8900
1656,Leeuwarden,Leeuwarden,1192,1192,337,8900,Leeuwarden,Friesland,8900
1657,Leeuwarden,Leeuwarden,711,711,88,8900,Leeuwarden,Friesland,8900
1658,Leeuwarden,Leeuwarden,1239,1240,573,8900,Leeuwarden,Friesland,8900
1659,Leeuwarden,Leeuwarden,1250,1251,909,8900,Leeuwarden,Friesland,8900
1660,Leeuwarden,Leeuwarden,914,929,21,8900,Leeuwarden,Friesland,8900
1661,Leeuwarden,Leeuwarden,1265,1258,580,8900,Leeuwarden,Friesland,8900
1662,Leeuwarden,Leeuwarden,826,832,153,8900,Leeuwarden,Friesland,8900
1663,Leeuwarden,Leeuwarden,797,796,120,8900,Leeuwarden,Friesland,8900
1664,Leeuwarden,Leeuwarden,676,676,40,8900,Leeuwarden,Friesland,8900
1665,Leeuwarden,Leeuwarden,700,700,79,8900,Leeuwarden,Friesland,8900
1666,Leeuwarden,Leeuwarden,999,1002,273,8900,Leeuwarden,Friesland,8900
1667,Leeuwarden,Leeuwarden,836,836,300,8900,Leeuwarden,Friesland,8900
1668,Leeuwarden,Leeuwarden,969,997,2042,8900,Leeuwarden,Friesland,8900
1669,Leeuwarden,Leeuwarden,954,954,111,8900,Leeuwarden,Friesland,8900
1670,Leeuwarden,Leeuwarden,1129,1131,479,8900,Leeuwarden,Friesland,8900
1671,Leeuwarden,Leeuwarden,1292,1296,1421,8900,Leeuwarden,Friesland,8900
1672,Leeuwarden,Leeuwarden,797,803,100,8900,Leeuwarden,Friesland,8900
1673,Leeuwarden,Leeuwarden,1102,1102,141,8900,Leeuwarden,Friesland,8900
1674,Leeuwarden,Leeuwarden,1122,1123,906,8900,Leeuwarden,Friesland,8900
1675,Leeuwarden,Leeuwarden,1384,1385,527,8900,Leeuwarden,Friesland,8900
1676,Leeuwarden,Leeuwarden,914,914,140,8900,Leeuwarden,Friesland,8900
1677,Leeuwarden,Leeuwarden,1106,1121,946,8900,Leeuwarden,Friesland,8900
1678,Leeuwarden,Leeuwarden,1494,1501,28,8900,Leeuwarden,Friesland,8900
1679,Leeuwarden,Leeuwarden,1080,1080,264,8900,Leeuwarden,Friesland,8900
1680,Leeuwarden,Leeuwarden,1108,1110,349,8900,Leeuwarden,Friesland,8900
1681,Leeuwarden,Leeuwarden,984,984,33,8900,Leeuwarden,Friesland,8900
1682,Leeuwarden,Leeuwarden,1076,1090,20,8900,Leeuwarden,Friesland,8900
1683,Leeuwarden,Leeuwarden,1017,1017,120,8900,Leeuwarden,Friesland,8900
1684,Leiden,Leiden,1131,1131,177,2300,Leiden,Zuid_Holland,2300
1685,Leiden,Leiden,1276,1276,369,2300,Leiden,Zuid_Holland,2300
1686,Leiden,Leiden,1239,1240,261,2300,Leiden,Zuid_Holland,2300
1687,Leiden,Leiden,1075,1076,353,2300,Leiden,Zuid_Holland,2300
1688,Leiden,Leiden,1348,1350,663,2300,Leiden,Zuid_Holland,2300
1689,Leiden,Leiden,1301,1302,695,2300,Leiden,Zuid_Holland,2300
1690,Leiden,Leiden,1321,1321,67,2300,Leiden,Zuid_Holland,2300
1691,Leiden,Leiden,1266,1267,411,2300,Leiden,Zuid_Holland,2300
1692,Leiden,Leiden,1045,1047,270,2300,Leiden,Zuid_Holland,2300
1693,Leiden,Leiden,1139,1141,189,2300,Leiden,Zuid_Holland,2300
1694,Leiden,Leiden,1181,1182,248,2300,Leiden,Zuid_Holland,2300
1695,Leiden,Leiden,972,970,248,2300,Leiden,Zuid_Holland,2300
1696,Leiden,Leiden,1185,1185,261,2300,Leiden,Zuid_Holland,2300
1697,Leiden,Leiden,670,670,40,2300,Leiden,Zuid_Holland,2300
1698,Leiden,Leiden,1244,1241,336,2300,Leiden,Zuid_Holland,2300
1699,Leiden,Leiden,903,902,255,2300,Leiden,Zuid_Holland,2300
1700,Leiden,Leiden,848,851,135,2300,Leiden,Zuid_Holland,2300
1701,Leiden,Leiden,1358,1356,316,2300,Leiden,Zuid_Holland,2300
1702,Leiden,Leiden,1104,1102,647,2300,Leiden,Zuid_Holland,2300
1703,Leiderdorp,Leiderdorp,696,696,32,2350,Leiderdorp,Zuid_Holland,2350
1704,Leiderdorp,Leiderdorp,1053,1064,121,2350,Leiderdorp,Zuid_Holland,2350
1705,Leiderdorp,Leiderdorp,798,798,34,2350,Leiderdorp,Zuid_Holland,2350
1706,Leiderdorp,Leiderdorp,1173,1177,64,2350,Leiderdorp,Zuid_Holland,2350
1707,Leiderdorp,Leiderdorp,763,763,53,2350,Leiderdorp,Zuid_Holland,2350
1708,Leiderdorp,Leiderdorp,818,826,89,2350,Leiderdorp,Zuid_Holland,2350
1709,Leiderdorp,Leiderdorp,1171,1162,301,2350,Leiderdorp,Zuid_Holland,2350
1710,Leiderdorp,Leiderdorp,877,877,44,2350,Leiderdorp,Zuid_Holland,2350
1711,Leiderdorp,Leiderdorp,903,916,15,2350,Leiderdorp,Zuid_Holland,2350
1712,Leiderdorp,Leiderdorp,775,775,51,2350,Leiderdorp,Zuid_Holland,2350
1713,Leiderdorp,Leiderdorp,804,810,70,2350,Leiderdorp,Zuid_Holland,2350
1714,Leiderdorp,Leiderdorp,712,712,7,2350,Leiderdorp,Zuid_Holland,2350
1715,Leidschendam,Leidschendam,777,777,59,2260,Leidschendam_Voorburg,Zuid_Holland,2260
1716,Leidschendam,Leidschendam,1333,1334,521,2260,Leidschendam_Voorburg,Zuid_Holland,2260
1717,Leidschendam,Leidschendam,1375,1375,402,2260,Leidschendam_Voorburg,Zuid_Holland,2260
1718,Leidschendam,Leidschendam,967,965,273,2260,Leidschendam_Voorburg,Zuid_Holland,2260
1719,Leidschendam,Leidschendam,917,918,62,2260,Leidschendam_Voorburg,Zuid_Holland,2260
1720,Leidschendam,Leidschendam,983,983,271,2260,Leidschendam_Voorburg,Zuid_Holland,2260
1721,Lelystad,Lelystad,1037,1037,159,8200,Lelystad,Flevoland,8200
1722,Lelystad,Lelystad,867,866,162,8200,Lelystad,Flevoland,8200
1723,Lelystad,Lelystad,1095,1095,174,8200,Lelystad,Flevoland,8200
1724,Lelystad,Lelystad,774,774,80,8200,Lelystad,Flevoland,8200
1725,Lelystad,Lelystad,1185,1187,250,8200,Lelystad,Flevoland,8200
1726,Lelystad,Lelystad,1050,1053,183,8200,Lelystad,Flevoland,8200
1727,Lelystad,Lelystad,706,706,49,8200,Lelystad,Flevoland,8200
1728,Lelystad,Lelystad,1011,1028,346,8200,Lelystad,Flevoland,8200
1729,Lelystad,Lelystad,1003,1007,132,8200,Lelystad,Flevoland,8200
1730,Lelystad,Lelystad,943,943,176,8200,Lelystad,Flevoland,8200
1731,Lelystad,Lelystad,925,925,153,8200,Lelystad,Flevoland,8200
1732,Lelystad,Lelystad,1052,1054,212,8200,Lelystad,Flevoland,8200
1733,Lelystad,Lelystad,839,839,40,8200,Lelystad,Flevoland,8200
1734,Lelystad,Lelystad,686,686,56,8200,Lelystad,Flevoland,8200
1735,Lemelerveld,Lemelerveld,671,671,42,8150,Dalfsen,Overijssel,8150
1736,Lemmer,Lemmer,971,965,142,8530,Lemsterland,Friesland,8530
1737,Lemmer,Lemmer,976,968,1185,8530,Lemsterland,Friesland,8530
1738,Lemmer,Lemmer,715,715,47,8530,Lemsterland,Friesland,8530
1739,Lemmer,Lemmer,724,724,42,8530,Lemsterland,Friesland,8530
1740,Lemmer,Lemmer,1119,1119,453,8530,Lemsterland,Friesland,8530
1741,Lemmer,Lemmer,944,944,342,8530,Lemsterland,Friesland,8530
1742,Lemmer,Lemmer,691,691,54,8530,Lemsterland,Friesland,8530
1743,Lemmer,Lemmer,712,712,61,8530,Lemsterland,Friesland,8530
1744,Lemmer,Lemmer,1048,1048,168,8530,Lemsterland,Friesland,8530
1745,Lemmer,Lemmer,483,483,13,8530,Lemsterland,Friesland,8530
1746,Lemmer,Lemmer,783,783,42,8530,Lemsterland,Friesland,8530
1747,Lemmer,Lemmer,900,900,99,8530,Lemsterland,Friesland,8530
1748,Lemmer,Lemmer,512,512,32,8530,Lemsterland,Friesland,8530
1749,Lemmer,Lemmer,694,694,46,8530,Lemsterland,Friesland,8530
1750,Lemmer,Lemmer,779,779,79,8530,Lemsterland,Friesland,8530
1751,Lemmer,Lemmer,694,694,21,8530,Lemsterland,Friesland,8530
1752,Lemmer,Lemmer,644,644,74,8530,Lemsterland,Friesland,8530
1753,Lent,Lent,1305,1304,341,6663,Nijmegen,Gelderland,6663
1754,Lent,Lent,1139,1140,141,6663,Nijmegen,Gelderland,6663
1755,Lent,Lent,994,994,125,6663,Nijmegen,Gelderland,6663
1756,Lent,Lent,1071,1071,127,6663,Nijmegen,Gelderland,6663
1757,Lent,Lent,760,760,53,6663,Nijmegen,Gelderland,6663
1758,Lent,Lent,1227,1223,323,6663,Nijmegen,Gelderland,6663
1759,Lent,Lent,783,783,44,6663,Nijmegen,Gelderland,6663
1760,Lent,Lent,1197,1201,377,6663,Nijmegen,Gelderland,6663
1761,Lent,Lent,1089,1089,247,6663,Nijmegen,Gelderland,6663
1762,Leusden,Leusden,750,750,93,3830,Leusden,Utrecht,3830
1763,Leusden,Leusden,1125,1118,86,3830,Leusden,Utrecht,3830
1764,Leuth,Leuth,984,985,314,6578,Ubbergen,Gelderland,6578
1765,Lewedorp,Lewedorp,1109,1110,741,4456,Borsele,Zeeland,4456
1766,Lexmond,Lexmond,342,342,21,4128,Zederik,Zuid_Holland,4128
1767,Lexmond,Lexmond,961,958,248,4128,Zederik,Zuid_Holland,4128
1768,Lexmond,Lexmond,1312,1312,407,4128,Zederik,Zuid_Holland,4128
1769,Lichtenvoorde,Lichtenvoorde,687,675,121,7130,Groenlo,Gelderland,7130
1770,Lichtenvoorde,Lichtenvoorde,852,852,59,7130,Groenlo,Gelderland,7130
1771,Lienden,Lienden,1011,1011,84,4033,Buren,Gelderland,4033
1772,Lieshout,Lieshout,853,853,154,5737,Laarbeek,Noord_Brabant,5737
1773,Limmen,Limmen,897,897,41,1906,Castricum,Noord_Holland,1906
1774,Linne,Linne,1194,1195,101,6067,Maasbracht,Limburg,6067
1775,Linschoten,Linschoten,843,843,84,3460,Montfoort,Utrecht,3460
1776,Linschoten,Linschoten,767,767,84,3460,Montfoort,Utrecht,3460
1777,Linschoten,Linschoten,960,966,175,3460,Montfoort,Utrecht,3460
1778,Linschoten,Linschoten,1012,1021,221,3460,Montfoort,Utrecht,3460
1779,Lioessens,Lioessens,1009,1006,443,9134,Dongeradeel,Friesland,9134
1780,Lippenhuizen,Lippenhuizen,582,582,41,8408,Opsterland,Friesland,8408
1781,Lisse,Lisse,905,905,257,2160,Lisse,Zuid_Holland,2160
1782,Lisse,Lisse,901,901,51,2160,Lisse,Zuid_Holland,2160
1783,Lochem,Lochem,934,963,252,7240,Lochem,Gelderland,7240
1784,Lochem,Lochem,782,784,177,7240,Lochem,Gelderland,7240
1785,Lochem,Lochem,1064,1050,171,7240,Lochem,Gelderland,7240
1786,Lochem,Lochem,1307,1306,575,7240,Lochem,Gelderland,7240
1787,Lochem,Lochem,985,986,222,7240,Lochem,Gelderland,7240
1788,Lochem,Lochem,811,808,122,7240,Lochem,Gelderland,7240
1789,Lochem,Lochem,847,849,172,7240,Lochem,Gelderland,7240
1790,Loosdrecht,Loosdrecht,605,605,35,1230,Wijdemeren,Noord_Holland,1230
1791,Loosdrecht,Loosdrecht,576,576,93,1230,Wijdemeren,Noord_Holland,1230
1792,Loosdrecht,Loosdrecht,698,697,152,1230,Wijdemeren,Noord_Holland,1230
1793,Lopik,Lopik,974,975,345,3410,Lopik,Utrecht,3410
1794,Lopikerkapel,Lopikerkapel,875,881,242,3412,Lopik,Utrecht,3412
1795,Lunteren,Lunteren,764,764,102,6740,Ede,Gelderland,6740
1796,Lunteren,Lunteren,1259,1257,283,6740,Ede,Gelderland,6740
1797,Lunteren,Lunteren,1105,1105,120,6740,Ede,Gelderland,6740
1798,Lunteren,Lunteren,542,542,16,6740,Ede,Gelderland,6740
1799,Lunteren,Lunteren,706,704,54,6740,Ede,Gelderland,6740
1800,Lunteren,Lunteren,992,992,67,6740,Ede,Gelderland,6740
1801,Lunteren,Lunteren,673,673,19,6740,Ede,Gelderland,6740
1802,Lunteren,Lunteren,877,877,93,6740,Ede,Gelderland,6740
1803,Lunteren,Lunteren,801,801,98,6740,Ede,Gelderland,6740
1804,Lunteren,Lunteren,738,738,53,6740,Ede,Gelderland,6740
1805,Lunteren,Lunteren,751,751,108,6740,Ede,Gelderland,6740
1806,Lunteren,Lunteren,890,890,86,6740,Ede,Gelderland,6740
1807,Lunteren,Lunteren,706,706,23,6740,Ede,Gelderland,6740
1808,Lunteren,Lunteren,917,912,87,6740,Ede,Gelderland,6740
1809,Lunteren,Lunteren,691,691,60,6740,Ede,Gelderland,6740
1810,Lunteren,Lunteren,964,964,52,6740,Ede,Gelderland,6740
1811,Lunteren,Lunteren,690,693,100,6740,Ede,Gelderland,6740
1812,Lunteren,Lunteren,942,942,130,6740,Ede,Gelderland,6740
1813,Lunteren,Lunteren,1126,1122,234,6740,Ede,Gelderland,6740
1814,Lunteren,Lunteren,1323,1325,359,6740,Ede,Gelderland,6740
1815,Lunteren,Lunteren,747,747,30,6740,Ede,Gelderland,6740
1816,Lutjebroek,Lutjebroek,730,730,45,1614,Stede_Broec,Noord_Holland,1614
1817,Luttenberg,Luttenberg,608,608,58,8105,Raalte,Overijssel,8105
1818,Maarssen,Maarssen,1023,1016,145,3600,Maarssen,Utrecht,3600
1819,Maarssen,Maarssen,857,859,63,3600,Maarssen,Utrecht,3600
1820,Maarssen,Maarssen,1074,1076,95,3600,Maarssen,Utrecht,3600
1821,Maarssen,Maarssen,1309,1265,1795,3600,Maarssen,Utrecht,3600
1822,Maarssen,Maarssen,1106,1141,22,3600,Maarssen,Utrecht,3600
1823,Maasbracht,Maasbracht,847,847,57,6050,Maasbracht,Limburg,6050
1824,Maasdijk,Maasdijk,814,814,104,2676,Westland,Zuid_Holland,2676
1825,Maasdijk,Maasdijk,760,760,218,2676,Westland,Zuid_Holland,2676
1826,Maassluis,Maassluis,1076,1071,642,3140,Maassluis,Zuid_Holland,3140
1827,Maassluis,Maassluis,972,966,106,3140,Maassluis,Zuid_Holland,3140
1828,Maassluis,Maassluis,731,731,212,3140,Maassluis,Zuid_Holland,3140
1829,Maassluis,Maassluis,1011,1005,194,3140,Maassluis,Zuid_Holland,3140
1830,Maassluis,Maassluis,1326,1300,1223,3140,Maassluis,Zuid_Holland,3140
1831,Maassluis,Maassluis,1102,1106,391,3140,Maassluis,Zuid_Holland,3140
1832,Maassluis,Maassluis,1045,1048,324,3140,Maassluis,Zuid_Holland,3140
1833,Maastricht,Maastricht,1111,1125,558,6200,Maastricht,Limburg,6200
1834,Maastricht,Maastricht,892,892,107,6200,Maastricht,Limburg,6200
1835,Maastricht,Maastricht,835,835,38,6200,Maastricht,Limburg,6200
1836,Maastricht,Maastricht,698,698,58,6200,Maastricht,Limburg,6200
1837,Maastricht,Maastricht,861,861,129,6200,Maastricht,Limburg,6200
1838,Maastricht,Maastricht,858,862,51,6200,Maastricht,Limburg,6200
1839,Maastricht,Maastricht,1073,1077,212,6200,Maastricht,Limburg,6200
1840,Maastricht,Maastricht,1232,1234,468,6200,Maastricht,Limburg,6200
1841,Made,Made,1029,1025,83,4920,Drimmelen,Noord_Brabant,4920
1842,Makkinga,Makkinga,865,865,80,8423,Ooststellingwerf,Friesland,8423
1843,Malden,Malden,888,892,128,6580,Heumen,Gelderland,6580
1844,Markelo,Markelo,767,767,54,7475,Hof_Van_Twente,Overijssel,7475
1845,Marknesse,Marknesse,1144,1148,244,8316,Noordoostpolder,Flevoland,8316
1846,Marknesse,Marknesse,872,872,21,8316,Noordoostpolder,Flevoland,8316
1847,Marrum,Marrum,754,753,184,9073,Ferwerderadiel,Friesland,9073
1848,Marrum,Marrum,1070,1067,357,9073,Ferwerderadiel,Friesland,9073
1849,Marum,Marum,904,904,82,9363,Marum,Groningen,9363
1850,Marum,Marum,572,572,47,9363,Marum,Groningen,9363
1851,Meerkerk,Meerkerk,1071,1071,136,4230,Zederik,Zuid_Holland,4230
1852,Meerkerk,Meerkerk,1193,1192,275,4230,Zederik,Zuid_Holland,4230
1853,Meerssen,Meerssen,693,693,133,6230,Meerssen,Limburg,6230
1854,Meeuwen,Meeuwen,796,796,79,4268,Aalburg,Noord_Brabant,4268
1855,Menaldum,Menaldum,991,991,229,9036,Menaldumadeel,Friesland,9036
1856,Meppel,Meppel,1000,1000,133,7940,Meppel,Drenthe,7940
1857,Meppel,Meppel,786,786,11,7940,Meppel,Drenthe,7940
1858,Meppel,Meppel,1125,1127,537,7940,Meppel,Drenthe,7940
1859,Middelburg,Middelburg,1039,1034,213,4330,Middelburg,Zeeland,4330
1860,Middelburg,Middelburg,1316,1311,972,4330,Middelburg,Zeeland,4330
1861,Middelburg,Middelburg,1018,1018,84,4330,Middelburg,Zeeland,4330
1862,Middelburg,Middelburg,988,988,112,4330,Middelburg,Zeeland,4330
1863,Middelburg,Middelburg,1003,1003,157,4330,Middelburg,Zeeland,4330
1864,Middelburg,Middelburg,845,845,32,4330,Middelburg,Zeeland,4330
1865,Middelburg,Middelburg,1135,1136,552,4330,Middelburg,Zeeland,4330
1866,Middelburg,Middelburg,742,742,125,4330,Middelburg,Zeeland,4330
1867,Middelburg,Middelburg,920,920,65,4330,Middelburg,Zeeland,4330
1868,Middelburg,Middelburg,690,690,28,4330,Middelburg,Zeeland,4330
1869,Middelburg,Middelburg,1034,1034,37,4330,Middelburg,Zeeland,4330
1870,Middelburg,Middelburg,1043,1043,150,4330,Middelburg,Zeeland,4330
1871,Middelburg,Middelburg,799,799,125,4330,Middelburg,Zeeland,4330
1872,Middelburg,Middelburg,941,939,209,4330,Middelburg,Zeeland,4330
1873,Middelburg,Middelburg,1065,1067,308,4330,Middelburg,Zeeland,4330
1874,Middelburg,Middelburg,916,922,191,4330,Middelburg,Zeeland,4330
1875,Middelie,Middelie,678,678,49,1472,Zeevang,Noord_Holland,1472
1876,Mildam,Mildam,1119,1125,283,8454,Heerenveen,Friesland,8454
1877,Mildam,Mildam,870,879,507,8454,Heerenveen,Friesland,8454
1878,Moerdijk,Moerdijk,761,761,122,4780,Moerdijk,Noord_Brabant,4780
1879,Molenaarsgraaf,Molenaarsgraaf,781,781,79,2973,Graafstroom,Zuid_Holland,2973
1880,Molenaarsgraaf,Molenaarsgraaf,610,610,30,2973,Graafstroom,Zuid_Holland,2973
1881,Molenaarsgraaf,Molenaarsgraaf,975,977,248,2973,Graafstroom,Zuid_Holland,2973
1882,Molenaarsgraaf,Molenaarsgraaf,713,713,9,2973,Graafstroom,Zuid_Holland,2973
1883,Molenaarsgraaf,Molenaarsgraaf,1075,1074,176,2973,Graafstroom,Zuid_Holland,2973
1884,Molenaarsgraaf,Molenaarsgraaf,487,487,7,2973,Graafstroom,Zuid_Holland,2973
1885,Molenaarsgraaf,Molenaarsgraaf,1083,1088,220,2973,Graafstroom,Zuid_Holland,2973
1886,Monster,Monster,872,872,64,2680,Westland,Zuid_Holland,2680
1887,Monster,Monster,827,826,202,2680,Westland,Zuid_Holland,2680
1888,Monster,Monster,760,761,245,2680,Westland,Zuid_Holland,2680
1889,Monster,Monster,973,973,132,2680,Westland,Zuid_Holland,2680
1890,Monster,Monster,844,849,65,2680,Westland,Zuid_Holland,2680
1891,Monster,Monster,526,526,15,2680,Westland,Zuid_Holland,2680
1892,Monster,Monster,1005,1005,109,2680,Westland,Zuid_Holland,2680
1893,Monster,Monster,784,782,124,2680,Westland,Zuid_Holland,2680
1894,Monster,Monster,854,854,90,2680,Westland,Zuid_Holland,2680
1895,Monster,Monster,792,792,79,2680,Westland,Zuid_Holland,2680
1896,Monster,Monster,694,687,56,2680,Westland,Zuid_Holland,2680
1897,Montfort,Montfort,761,761,143,6065,Ambt_Montfort,Limburg,6065
1898,Mook,Mook,759,759,41,6585,Mook_en_Middelaar,Limburg,6585
1899,Moordrecht,Moordrecht,945,945,198,2840,Moordrecht,Zuid_Holland,2840
1900,Muntendam,Muntendam,870,865,407,9649,Menterwolde,Groningen,9649
1901,Naaldwijk,Naaldwijk,690,694,77,2670,Westland,Zuid_Holland,2670
